G1,G2,G3,G4,G5,G6,Key,Rounds,Effect distance,description,page,short_description,glyph_list,glyph_count,Spell Glyphs
Teshet,Ix,,,,,2,instant,touch,Restores 1HP per level of the caster to a damaged object. This may even be effective if the object has been broken into several pieces although the point at which an object is no longer a single repairable object must be determined by the GM. If this spell is cast using Key stored in Arbine the effect may be doubled.,204,Restores 1HP per level of the caster to a damaged object.,Teshet|Ix,2,Teshet + Ix
Teshet,Ylg,,,,,2,instant,touch,Causes 1HP damage per level of the caster to the target object by touching it. This spell will cause the affected area of the object to become cracked and marked. If the object is magical the spell will usually fail.,204,Causes 1HP damage per level of the caster to the target object by touching it. This spell will cause the affected area of the object to become cracked and marked.,Teshet|Ylg,2,Teshet + Ylg
Teshet,Eyama,Ekat,,,,3,V 1 see,spell,"Causes any objects that the caster indicates to fly into their hand. This will work on any objects within a range of 2Sd per level. The caster may do this as many times as they wish whilst the spell is in effect. The objects can be up to the size/weight of anything a normal person may hold in one hand. If the object is held down in some way i.e. nails, glue, or someone is holding it, the caster may match their KEY against the effective STR of the restraining force.",205,Causes any objects that the caster indicates to fly into their hand. This will work on any objects within a range of 2Sd per level.,Teshet|Eyama|Ekat,3,Teshet + Eyama + Ekat
Teshet,Shass,Chom,,,,3 ∞,V 2,touch,"makes an object appear shabbier, more humdrum and worthless than it actually is, provided the beholder fails to make a KEY resistance roll against the caster. This effectively makes object easy to overlook. The caster does not have to be present.",205,"makes an object appear shabbier, more humdrum and worthless than it actually is, provided the beholder fails to make a KEY resistance roll against the caster.",Teshet|Shass|Chom,3,Teshet + Shass + Chom
Teshet,Xama,Cya,,,,3 ∞,see spell,touch,"Similar to Teshet-Xama, enabling the caster to place a trap upon a given object. The trap will remain dormant until someone other than the caster touches the object. Once triggered it will emit a bright flash of light and loud explosion and will also cause 1D10 points of damage to anyone within 1Sd and 1D6 to anyone within 2Sd. If the spell is cast permanently this will reset every round. The object may be blackened as a result but unless very fragile it is unlikely to be damaged.",205,"Similar to Teshet-Xama, enabling the caster to place a trap upon a given object. The trap will remain dormant until someone other than the caster touches the object.",Teshet|Xama|Cya,3,Teshet + Xama + Cya
Teshet,Gis,Cya,,,,3 ∞,V 2,touch,"This will protect the recipient from being hurt by falling objects, tripping over objects, or thrown objects. Whilst this sounds like the ultimate catch all spell, sadly it is not, the spirits interpret ‘objects’ fairly specifically and do not include anything which would constitute a weapon. However it will protect against a falling flower pot, or stone (even if it had been helped), it will also protect against being hit by a flask of acid, if not the acid itself. It might even protect against a falling great harp, but would not protect against a falling great hound. What it will protect from is very much for the GM to interpret. A useful spell certainly but one that cannot be relied upon across the board.",205,"This will protect the recipient from being hurt by falling objects, tripping over objects, or thrown objects.",Teshet|Gis|Cya,3,Teshet + Gis + Cya
Teshet,Eja,Chom,,,,3 ∞,V 1,20Sd,"Will conceal an object up to the size of a cart by rendering it the same colours as whatever lies behind it when viewed from any given angle. This effectively gives the object a 100% hide, especially if viewed from one angle from some distance. The illusion will remain completely convincing until either the viewer or the object moves, when the camouflage briefly ceases to match what is behind and must re-orient itself on the following round. If there is more than one viewer the illusion will struggle to create multiple background colours that will begin to overlap to meet each separate viewpoint rendering the concealment less effective.",205,Will conceal an object up to the size of a cart by rendering it the same colours as whatever lies behind it when viewed from any given angle.,Teshet|Eja|Chom,3,Teshet + Eja + Chom
Teshet,Eja,Cya,,,,3 ∞,V 2,20Sd,"Enables the caster to create an illusion of a particular object or group of objects occupying an area up to 4Sd across in all dimensions. The illusion may be a snapshot of objects within range of the spell as indicated by the caster during casting. If no objects are indicated or available, the illusion will be of generic things common to that area: barrels, carts, statues, huts etc.. The illusion will not move but will be convincingly three dimensional until walked through.",206,Enables the caster to create an illusion of a particular object or group of objects occupying an area up to 4Sd across in all dimensions.,Teshet|Eja|Cya,3,Teshet + Eja + Cya
Teshet,Maef,Shass,,,,3 ∞,instant,touch,"Enables the caster to ascertain the magical properties of a single object, if any. If the object works by enchanting the caster will usually determine quite accurately what the properties are. Even if the object works using some other type of magic the spirits will attempt to tell the caster as much as they can determine. Generally the caster will see/feel the symbols used somewhere upon the object they are examining. Or the spirits will try to guide the caster’s hands or thoughts on how to activate the object. This spell relies upon the knowledge of the elemental spirits and is not always successful, especially if the spells within the object are very high level and complex, or if the object is intrinsically protected from just such a spell (at the GM’s discretion). The success rates to get a rough idea of function are as follows: 95% for magic stones like those described above 80% for most enchanting spells 60% for objects utilising spirits 50% for objects using sorcery 40% or less for objects powered by unusual magic. A critical roll will provide detailed instructions on function. NB if the elemental spirit fails to determine the function, the spell cannot be re-cast on that object as the spirits that help the enchanter will still be none the wiser (at least not until the enchanter has improved their skill by experience). However another enchanter may get better results as they will have different helper spirits.",206,"Enables the caster to ascertain the magical properties of a single object, if any. If the object works by enchanting the caster will usually determine quite accurately what the properties are.",Teshet|Maef|Shass,3,Teshet + Maef + Shass
Teshet,Maef,Gis,,,,3 ∞,V 2,touch,"Provides protection of a large object from lesser elemental attacks and spells cast at it up to 3 points in strength. 1 and 2 symbol spells will be repelled without affecting this spell. 3 symbol spells or the attacks of lesser elementals will only be warded for 1R before this spell fails. Using this spell an object up to the size of a small ship, a moderate house or a tower may be protected. NB this counter spell is only really effective against spells which are aimed at the protected object, spells which cause harm through a secondary physical effect such as creating an ball of flame may not be cancelled.",206,Provides protection of a large object from lesser elemental attacks and spells cast at it up to 3 points in strength. 1 and 2 symbol spells will be repelled without affecting this spell.,Teshet|Maef|Gis,3,Teshet + Maef + Gis
Teshet,Ghan,Cya,,,,3 ∞,see spell,touch,"This creates a palm sized, smooth, clear gemstone in the palm of the caster’s hand. These are often called ‘magic teshets’ or simply ‘teshets’. In the military they may be referred to as ordnance. This magically created gemstone may be used for storing spells. Once created, the enchanter must continue to hold the gem in the palm of their hand against their casting symbol while they cast the spell, or spells, they wish to store into it. The drawback is that the spell will take up to a day for each glyph of the spell to be absorbed into the teshet. If the caster removes the teshet during this time then the spell is lost and the empty teshet will crumble. Another issue of having a teshet covering their casting symbol is that the enchanter will be prevented from casting further spells until the first spell has been absorbed by the teshet.Usually enchanters engaged in making a teshet will secure it to their hands using bandages or a special glove to avoid it falling out of their hand while they sleep, or at other times. Needless to say the process is time consuming and awkward, making the cost of teshets quite high. Once the spell has been absorbed into the teshet, it will remain within it until needed. The stone will often take on a hue associated with the element used in the magic. A trained enchanter may also be able to recognise the glyphs of the spell set into the matrix of the stone. Once such a stone has been created, anyone may then activate the spell stored within by simply by holding the stone in the palm of their hand and concentrating. The spell will then be cast from the stone as if the spell had been cast by them. Any offensive magic that must overcome a target’s KEY will require a KEY struggle from the bearer of the stone (not the original enchanter). Once all the stored spells in a teshet are used, it is will quickly lose its integrity and crumble to dust. It should also be noted that teshets do not remain stable forever. Teshets will usually last for a year without issue but will become less stable the older they become. Old military ordnance is carefully rotated to ensure fresh teshets are always being added while older ones are used or destroyed. Characters might want to be wary buying cheap teshets from unreliable sources. Once the teshet fails the spell(s) stored within will all be released at the same time If the enchanter is a master of a craft skill then this spell may also be used in conjunction with the Ked (Permanence) Glyph whilst making an object of the craft concerned. The teshet stone will appear set upon the object. It will still take a day for each glyph used in the spell to be stored and the object must remain in contact with the enchanter’s casting hand. Once created however the spell that is cast into the object may then be cast and the object will not crumble. On the contrary the bearer may put their own key into the object to cast the spell over and over.",207,"This creates a palm sized, smooth, clear gemstone in the palm of the caster’s hand. These are often called ‘magic teshets’ or simply ‘teshets’.",Teshet|Ghan|Cya,3,Teshet + Ghan + Cya
Teshet,Ghan,Ylg,,,,3,instant,touch,Enables the caster to match their KEY-10 against the current HP of a target object within range. If the caster succeeds in the struggle then the object will break or become useless in some way. If they critical the roll then the object will shatter. Should they fumble the roll the caster should roll on the fumble table as normal but the objects HP will be permanently increased by two points. This spell will usually fail when used against magical objects.,208,Enables the caster to match their KEY-10 against the current HP of a target object within range. If the caster succeeds in the struggle then the object will break or become useless in some way.,Teshet|Ghan|Ylg,3,Teshet + Ghan + Ylg
Teshet,Ghan,Eja,Chom,,,4,V 2,touch,"Turns the object upon which it is cast invisible to normal eyesight. The can be touched and moved without affecting its invisibility. The effect only covers the surface of the object; anything placed inside it will become invisible, whilst anything removed from it will become visible. The invisibility does not extend to infrared or chimeric light.",208,Turns the object upon which it is cast invisible to normal eyesight. The can be touched and moved without affecting its invisibility.,Teshet|Ghan|Eja|Chom,4,Teshet + Ghan + Eja + Chom
Casan,Evu,,,,,1,instant,20Sd,If cast upon an ordinary unlocked door this combination will quietly lift whatever latch it has and open it.,210,If cast upon an ordinary unlocked door this combination will quietly lift whatever latch it has and open it.,Casan|Evu,2,Casan + Evu
Casan,Sen,,,,,1,instant,20Sd,When cast upon an ordinary door this spell will quietly close and latch it.,210,When cast upon an ordinary door this spell will quietly close and latch it.,Casan|Sen,2,Casan + Sen
Casan,Lerru,,,,,2,instant,20Sd,"If cast upon an ordinary door, locked or unlocked, this will quietly unlock it and open it. Should the door have a particularly good lock, one that would normally have a minus against a lock picking skill, then the caster’s magic skill will also have that minus to open that lock. If the caster fails to roll under this amount but still succeeds in their normal Enchanting skill chance then the spell will still be cast and the door will rattle, but it will fail to open. If a door has several such locks, one spell will open them all and only the lock with the biggest penalty will affect the caster’s skill.",210,"If cast upon an ordinary door, locked or unlocked, this will quietly unlock it and open it.",Casan|Lerru,2,Casan + Lerru
Casan,Chom,,,,,2,V 1,20Sd,"If cast upon an ordinary door, this spell will quietly close it and lock it, provided it has a lock. If it has no lock, a door will be held fast as if it is locked for the duration of the spell.",210,"If cast upon an ordinary door, this spell will quietly close it and lock it, provided it has a lock. If it has no lock, a door will be held fast as if it is locked for the duration of the spell.",Casan|Chom,2,Casan + Chom
Casan,Shass,,,,,2,12R,20Sd,"Whilst the spell is active this enables the caster to detect any doorways, openings, wells or pits within range. This will include any portals that are concealed through mundane means. The caster will sense where such openings are located, even in complete darkness or underwater.",210,"Whilst the spell is active this enables the caster to detect any doorways, openings, wells or pits within range. This will include any portals that are concealed through mundane means.",Casan|Shass,2,Casan + Shass
Casan,Xama,,,,,2 ∞,V 2,touch,"Causes a normal hinged door or gate to behave as if possessed. The door will attempt injury on anyone, other than the caster, who tries to use it. The door will fly open and slam shut seemingly at random. A normal type door will have an attack chance of 50% and cause 1D4 damage. Larger doors may be affected, and do considerably more damage, but with an appropriately reduced chance to hit.",210,"Causes a normal hinged door or gate to behave as if possessed. The door will attempt injury on anyone, other than the caster, who tries to use it.",Casan|Xama,2,Casan + Xama
Casan,Gis,,,,,2 ∞,V 2,touch,"Renders a door much more resistant to damage (doubling its effective Hit Points) whilst the spell is in effect. Additionally, provided the door is locked, the chance of any lock-picking attempts will be halved.",211,Renders a door much more resistant to damage (doubling its effective Hit Points) whilst the spell is in effect.,Casan|Gis,2,Casan + Gis
Casan,Ix,,,,,2,instant,touch,Restores 2HP per level of the caster to a damaged door or gate. This may even be effective if the object has been broken on its hinges. The point at which a door is no longer repairable must be determined by the GM. If this spell is cast using Key stored in Arbine the effect may be doubled.,211,Restores 2HP per level of the caster to a damaged door or gate. This may even be effective if the object has been broken on its hinges.,Casan|Ix,2,Casan + Ix
Casan,Ylg,,,,,2,instant,touch,Causes 1HP per level of the caster damage to the target door or gate by touching it. The affected area of the door will become cracked and marked. If the doorway is magically protected the spell will usually fail.,211,Causes 1HP per level of the caster damage to the target door or gate by touching it. The affected area of the door will become cracked and marked.,Casan|Ylg,2,Casan + Ylg
Casan,Shass,Chom,,,,3 ∞,V 2,touch,"Makes a door, gateway or opening appear much shabbier, dingy and unused than it actually is. Effectively making it much easier to overlook. To disbelieve the illusion the beholder must make a KEY resistance roll against the caster. The caster does not have to be present.",211,"Makes a door, gateway or opening appear much shabbier, dingy and unused than it actually is. Effectively making it much easier to overlook.",Casan|Shass|Chom,3,Casan + Shass + Chom
Casan,Xama,Cya,,,,3 ∞,indefinite,touch,"Creates a trap upon a door, gate, even a portcullis, which will remain dormant until someone comes into its proximity. Once triggered the portal will slam shut (or open) in order to cause maximum damage to the target. The door/gate will then continue to try to attack anyone approaching it for a further 12R. After this the spell will be expended. With this spell, a normal door may cause 1D6 damage. Whilst a full size portcullis might cause as much as 4D6+10. The damage that the affected portal should be determined as appropriate by the referee.",211,"Creates a trap upon a door, gate, even a portcullis, which will remain dormant until someone comes into its proximity.",Casan|Xama|Cya,3,Casan + Xama + Cya
Casan,Gis,Cya,,,,3 ∞,V 2,touch,"Makes the affected door or gate considerably tougher. The door’s HP will be doubled and the door will gain an effective magical armour of 10 points of protection. Only the caster may open or shut the door, to anyone else the door will seem to be jammed shut or locked.",211,Makes the affected door or gate considerably tougher. The door’s HP will be doubled and the door will gain an effective magical armour of 10 points of protection.,Casan|Gis|Cya,3,Casan + Gis + Cya
Casan,Eja,Chom,,,,3 ∞,V 2,touch,"Turns an ordinary door or opening into a hidden door, by causing it to blend in with its surroundings. This spell works for doors, gateways, small cave mouths, even simple openings to alleyways. When viewed from any particular angle the door will most likely resemble the surrounding walls or stone and be almost indistinguishable from them with a 100% hide. If the viewer moves or the door is opened the illusion may be seen for what it is, its hide reduced to 50% (this may vary depending on the depth of the opening and the blandness of the surroundings), until the spell changes the colours to match the new viewpoint on the next round. If there are several viewers the illusion may be further compromised as the spell attempts to create multiple background camouflages.",212,"Turns an ordinary door or opening into a hidden door, by causing it to blend in with its surroundings. This spell works for doors, gateways, small cave mouths, even simple openings to alleyways.",Casan|Eja|Chom,3,Casan + Eja + Chom
Casan,Eja,Cya,,,,3 ∞,V 2,20Sd,"Enables the caster to create the illusion of a doorway or opening in a wall or surface, The portal can appear be up to 4Sd wide, high and deep if required. The illusion may be a duplication of another opening within range of the spell as indicated by the caster during casting. If no area is indicated or available, the illusion will be of generic doorway or opening that might be found in the area. The illusion will be convincingly three dimensional until passed through.",212,"Enables the caster to create the illusion of a doorway or opening in a wall or surface, The portal can appear be up to 4Sd wide, high and deep if required.",Casan|Eja|Cya,3,Casan + Eja + Cya
Casan,Eja,Cya,,,,3 ∞,12R,touch,This will create an opening in a wall where the caster touches at the time of casting. The material of the wall will retract to create a portal roughly 1Sd in diameter. Such a portal can be created in a stone or wooden wall up to 1Lk thick. Once the spell finishes the hole will retract over the course of 1R. It should be noted that this spell may not work through walls protected by blood silver or magical means.,212,This will create an opening in a wall where the caster touches at the time of casting. The material of the wall will retract to create a portal roughly 1Sd in diameter.,Casan|Eja|Cya,3,Casan + Eja + Cya
Casan,Ghan,Chom,,,,3 ∞,V 2,touch,"Jams or blocks a doorway, gate, opening, well or pit up to 2Sd across. If there is no door to jam it the opening will be blocked with any wood, rubble or other detritus that can be found nearby. The blockage will be neatly squared off, not merely piled up. Anyone trying to prise material from the opening will find it jumps straight back into the space left. A determined group of diggers may be able to breach the barrier over a period of time, but they will find the barrier starting to rebuild itself as soon as they stop digging. Once the spell ends the barrier will most likely crumble or collapse under its own weight.",212,"Jams or blocks a doorway, gate, opening, well or pit up to 2Sd across. If there is no door to jam it the opening will be blocked with any wood, rubble or other detritus that can be found nearby.",Casan|Ghan|Chom,3,Casan + Ghan + Chom
Casan,Ghan,Ix,,,,3,instant,touch,Restores 2HP per level of the caster to a damaged door or gate. This may even be effective if the door or lock has been smashed open. If this spell is cast using Key stored in Arbine the effect may be doubled.,213,Restores 2HP per level of the caster to a damaged door or gate. This may even be effective if the door or lock has been smashed open.,Casan|Ghan|Ix,3,Casan + Ghan + Ix
Casan,Ghan,Ylg,,,,3,instant,20Sd,Enables the enchanter to match their KEY against the current Hit Points of a target door within range. If the enchanter succeeds in the struggle then the door will be smashed open (a critical success will explode the door in splinters causing 1D6 damage to anyone stood within 1Sd of the opposing side).,213,Enables the enchanter to match their KEY against the current Hit Points of a target door within range.,Casan|Ghan|Ylg,3,Casan + Ghan + Ylg
Casan,Maef,Lerru,,,,3,12R,touch,Enables the caster to change the destination of a mystic portal by moving one node onward from the normal destination node. The spell must be cast after the activation spell Casan-Meaf-Eyama has been cast. Once the portal is deactivated it will revert to its normal destination.,213,Enables the caster to change the destination of a mystic portal by moving one node onward from the normal destination node.,Casan|Maef|Lerru,3,Casan + Maef + Lerru
Casan,Maef,Chom,,,,3,instant,20Sd,Will instantly close an active mystical portal. The spell may be cast from either end of the portal link and will close both ends at the same time.,213,Will instantly close an active mystical portal. The spell may be cast from either end of the portal link and will close both ends at the same time.,Casan|Maef|Chom,3,Casan + Maef + Chom
Casan,Maef,Eyama,,,,3,12R,20Sd,"Enables the caster to activate one of the mystical portals that dot the far flung reaches of the landscape. The magic requires 1D6 rounds establish a connection with the destination portal, after which the link will remain open for 12R. Once established the caster and any others to pass through in either direction until the spell ends.",213,Enables the caster to activate one of the mystical portals that dot the far flung reaches of the landscape.,Casan|Maef|Eyama,3,Casan + Maef + Eyama
Casan,Maef,Shass,,,,3,12R,20Sd,"Allows the caster to know the approximate direction and distance of the nearest mystical portal. This will be effective even for a portal many mille distant. If this spell is cast within 20Sd of a mystical portal, it will cause the portal to display a vague glowing outline enabling the caster to see where it is, the glow will continue for the duration of the spell.",213,Allows the caster to know the approximate direction and distance of the nearest mystical portal. This will be effective even for a portal many mille distant.,Casan|Maef|Shass,3,Casan + Maef + Shass
Casan,Maef,Gis,,,,3 ∞,V 2,touch,"Provides protection for a mundane doorway, gate or even portcullis from lesser elemental attacks and spells cast at it up to 3 points in strength. 1 and 2 symbol spells will be repelled without affecting this spell. 3 symbol spells or the attacks of lesser elementals will only be warded for 1R before this spell fails. NB this counter spell is only really effective against spells which are aimed at the protected object, spells which cause harm",214,"Provides protection for a mundane doorway, gate or even portcullis from lesser elemental attacks and spells cast at it up to 3 points in strength.",Casan|Maef|Gis,3,Casan + Maef + Gis
Casan,Maef,Eja,,,,3,12R,touch,"Allows the caster to place their hands on the stones framing a mystical portal and see through it to the remote link. To maintain the vision the caster must close their eyes and remain touching the stone.. Mystical Glyphs All-powerful glyphs that are woven into, and form, the very fabric of the world. Most are usable as both subject and action. As subjects these symbols will often have slightly different meaning than that gained from their use as an action. ",214,Allows the caster to place their hands on the stones framing a mystical portal and see through it to the remote link.,Casan|Maef|Eja,3,Casan + Maef + Eja
Ghan,Evu,,,,,1 ∞,12R,self,"Increases both the weight and density of the enchanter (the equivalent of +4 Size), giving them a better chance (+20%) to resist being knocked-back in combat or being blown over by high winds or similar effects. The enchanter will also gain +1 Hit Point for the spell’s duration, (though damage taken whilst the spell is running will still be taken from the caster’s Hit Points after the spell has ended).",219,"Increases both the weight and density of the enchanter (the equivalent of +4 Size), giving them a better chance (+20%) to resist being knocked-back in combat or being blown over by high winds or si...",Ghan|Evu,2,Ghan + Evu
Ghan,Sen,,,,,1,12R,self,"Makes the caster appear paler and less substantial, their blood vessels showing more clearly through their skin. They will also become physically lighter, the equivalent of 4 SIZ points and will lose 2HP for the spell’s duration. They will resist knockback at -20%, and will be more vulnerable to being blown over by high winds or explosions. They will however be able to catch tantalising glimpses of the spirit world at the edges of vision.",219,"Makes the caster appear paler and less substantial, their blood vessels showing more clearly through their skin.",Ghan|Sen,2,Ghan + Sen
Ghan,Lerru,,,,,2,V 1,touch,"Changes up to 1 cubic Lk of the substance touched to another random material. The material does not have to be a single block, a handful of coins in contact with each other can just as easily be changed Usually the material will remain as the same state e.g. a solid will remain a solid, a liquid a liquid, a gas a gas. Some elementals will always do the same thing, for example always turn water into liquor, lead in to gold etc. If the caster wants a specific result they may attempt to concentrate by making an INTx3 roll. On the whole the elementals will try to be accommodating, but ultimately the result is at the discretion of the referee.",219,Changes up to 1 cubic Lk of the substance touched to another random material.,Ghan|Lerru,2,Ghan + Lerru
Ghan,Cya,,,,,2,12R,touch,"Allows the caster to secrete quantities of a translucent silvery resinous material from their symbol hand. Known as ghanite, it is initially exuded as a thick liquid that can be shaped or moulded like plaster that sets stiff and brittle within 1R. The caster will produce roughly a skin-full each round. Once set, ghanite is similar to sugar-glass (with about 4HP and 4 Strength per 1LK section), although it can deteriorate over time and ancient ghanite might crumble to the touch. Waterproof but not gas-tight Ghanite can be used creatively in many ways and will stick to most surfaces, sealing passages, even holding back water (if layered thickly enough). Despite its weakness, ghanite can also be used as a sort of glue to quickly secure wood and other objects to create a temporary repair. Once the spell ends the ghanite produced will remain indefinitely.",219,Allows the caster to secrete quantities of a translucent silvery resinous material from their symbol hand.,Ghan|Cya,2,Ghan + Cya
Ghan,Chom,,,,,2 ∞,12R,touch,"Enables the caster to carve marks with their finger on the surface of a material. The caster may even leave marks on the surface of relatively still liquids. The marks can be in the form of writing, drawings or other symbols. They may make the marks whilst the spell is active. Once the spell ends the marks will remain on the surface of the material for up to a day before they fade.",220,Enables the caster to carve marks with their finger on the surface of a material. The caster may even leave marks on the surface of relatively still liquids.,Ghan|Chom,2,Ghan + Chom
Ghan,Shass,,,,,2,instant,touch,"Tells the caster roughly what the material is that they are touching. The elementals return a recognisable ‘feeling’ in response to different materials, and the caster will have been trained to recognise a great number of things when learning the spell, like pure gold, diamond, lacquered wood, fish skin etc. If the caster comes across a material they don’t know they may attempt a memorise skill roll if they encounter it again.",220,Tells the caster roughly what the material is that they are touching.,Ghan|Shass,2,Ghan + Shass
Ghan,Xama,,,,,2,V 2,touch,"Causes the area of any material that the caster has touched to bear a form of contact poison. The area affected will have a radius of roughly 1Sd per level of the caster.Should a victim touch the affected area they will experience a sharp pain, like a sting. The sting will cause 1D8 damage to the victim, it will also cause a rapid stiffening of the finger joints reducing DFT by 1D4+4 points. Having been stung once by the affected material the victim will not suffer further damage if they contact it again whilst the spell is active. Any DFT lost will recover at a rate of 1 point each hour.",220,Causes the area of any material that the caster has touched to bear a form of contact poison.,Ghan|Xama,2,Ghan + Xama
Ghan,Gis,,,,,2,12R,touch,"Makes a material more resilient, effectively increasing its armour protection by +3 points. The material will also become more resistant to fire, melting, denting or tearing. The spell may be cast on normal armour but not alongside of any other armour spells. It may also be cast upon a living creature’s skin but it will slow it down by an equal amount of AG. An area of roughly 1Sd may be protected with this spell.",220,"Makes a material more resilient, effectively increasing its armour protection by +3 points. The material will also become more resistant to fire, melting, denting or tearing.",Ghan|Gis,2,Ghan + Gis
Ghan,Ylg,,,,,2,instant,touch,Causes 1D4 points of damage to the first thing the caster touches after casting. If the caster touches a living creature they must overcome the creature’s KEY. The affected area is likely to appear crazed or stained as if aged by time.,220,Causes 1D4 points of damage to the first thing the caster touches after casting. If the caster touches a living creature they must overcome the creature’s KEY.,Ghan|Ylg,2,Ghan + Ylg
Ghan,Xama,Cya,,,,3,see spell,touch,"This spell must be used with a special white sealing wax which can be purchased from an alchemist for about 1G. The wax is melted and a seal placed upon a letter, door, box or whatever. Before the wax sets the spell should then be cast into it and a passphrase spoken. The spell will remain on the seal indefinitely and can only be safely broken if someone speaks the correct passphrase at the same time. If the seal is broken without the utterance of the passphrase the seal will explode causing 2D10 damage to anyone within 1Sd, and 1D10 to anyone within 2Sd. A document would be destroyed and lightweight wooden items will suffer damage, although a thick door will usually only suffer minor damage.",221,"This spell must be used with a special white sealing wax which can be purchased from an alchemist for about 1G. The wax is melted and a seal placed upon a letter, door, box or whatever.",Ghan|Xama|Cya,3,Ghan + Xama + Cya
Ghan,Gis,Cya,,,,3,12R,touch,"Makes a material more resilient, effectively increasing its armour protection by +6 points. The material will also become resistant to fire, melting, bending or tearing. The spell may be cast on normal armour but not alongside of any other armour spells. It may also be cast upon a living creature’s skin but it will slow it down by an equal amount of AG. An area of roughly 2Sd square may be protected with this spell. For example a stained glass window, a cart or a boat’s hull.",221,"Makes a material more resilient, effectively increasing its armour protection by +6 points. The material will also become resistant to fire, melting, bending or tearing.",Ghan|Gis|Cya,3,Ghan + Gis + Cya
Ghan,Eja,Cya,,,,3 ∞,V 2 see,spell,"Hides the substance that the target is made from by making it appear to be a different material. It can make silk look like sack-cloth. Wood appear to be stone. Grass appear to be water. The volume affected depends on how broad the caster wishes the effect to be. The spell can affect a single tiny object or all of that type of material in a 20Sd range of the caster. If it is a forest and the caster wishes to affect the trees, then every tree in range will be affected. The eventual appearance usually varies according to the whim of the elementals, but if the caster concentrates by making an INTx3 roll they may determine how the affected material is changed.",221,Hides the substance that the target is made from by making it appear to be a different material. It can make silk look like sack-cloth.,Ghan|Eja|Cya,3,Ghan + Eja + Cya
Ghan,Maef,Cya,,,,3,see spell,touch,"Creates a lump of soft black waxy material in the palm of the caster’s hand. The wax may be used as a sealing wax on a document, box, doorway etc. The wax will harden over the course of 12R and whilst it is still setting the caster may cast a further spell into the seal, and if desired speak a password. Once set, should the seal be broken without the utterance of the passphrase, the spell within it will be activated taking its effect as if the caster had just cast it. As with Teshet stored spells the penalty for casting such spells is that the key points used will only regenerate at a rate of 1 Point each week. The Wax can be created and kept indefinitely before being used as a seal. The key used to make the wax will regenerate at the normal rate.",221,"Creates a lump of soft black waxy material in the palm of the caster’s hand. The wax may be used as a sealing wax on a document, box, doorway etc.",Ghan|Maef|Cya,3,Ghan + Maef + Cya
Ghan,Nanu,Gis,Cya,,,4,12R,touch,"Extrudes a thin film from the surface of the caster’s body and their accoutrements over the course of 1R. The film will detach as it grows, eventually forming a perfect inflated sphere about the caster, like a giant bubble. Within there will be sufficient air to last the spell. The bubble will protect the caster form gas, drowning, sinking or even just rain. The sphere will also save the caster from an impact from falling or being hit by a large object. Additionally the sphere is surprisingly resilient and will provide 1D4 points of armour protection against stabbing, cutting or impaling attacks. It is particularly effective protection against punching, and other bludgeoning weapons, offering almost complete protection. NB being spherical in nature it is possible for the caster to be rolled around if someone were to try pushing the sphere. Save from impact. Whilst bladed weapons will penetrate the surface of the bubble it will not burst, though it may sag somewhat. ",222,Extrudes a thin film from the surface of the caster’s body and their accoutrements over the course of 1R.,Ghan|Nanu|Gis|Cya,4,Ghan + Nanu + Gis + Cya
Maef,Evu,,,,,1,12R,20Sd,Adds a further 12R to the duration of a currently running spell. This will not work on spells that have a normal duration of less than 12R. The spell may only be used to lengthen a spell’s duration once. This may be used on spells that have been cast by another enchanter.,224,Adds a further 12R to the duration of a currently running spell. This will not work on spells that have a normal duration of less than 12R.,Maef|Evu,2,Maef + Evu
Maef,Sen,,,,,1,instant,20Sd,Cancels an existing 1 point spell (ie those cast with just Evu or Sen as the action). This combination will not effect permanent spells.,224,Cancels an existing 1 point spell (ie those cast with just Evu or Sen as the action). This combination will not effect permanent spells.,Maef|Sen,2,Maef + Sen
Maef,Lerru,,,,,2,see spell see,spell,"Doubles the duration of another spell. Thus most 12R spells would last 24R, 1R spells will last 2R. V 1 and V 2 spells will have doubled duration depending on the level of the caster. The caster may double spells cast by another enchanter. The spell must be cast on a spell that the Enchanter has cast themselves. It is best cast immediately after the original spell is cast as the doubling effect will only double the time the spell has left.",224,"Doubles the duration of another spell. Thus most 12R spells would last 24R, 1R spells will last 2R.",Maef|Lerru,2,Maef + Lerru
Maef,Chom,,,,,2 ∞,instant,20Sd,"Cancels an existing 1 or 2 glyph spell. Should this be used against a 1 or 2 glyph permanent spell, it will negate the effects for 12R. Casting this spell with the Permanence symbol would enable the caster to dispel a 1 glyph permanent spell (the caster sacrificing a point of their own permanent KEY to dispel the point of permanent KEY used in the target spell).",224,"Cancels an existing 1 or 2 glyph spell. Should this be used against a 1 or 2 glyph permanent spell, it will negate the effects for 12R.",Maef|Chom,2,Maef + Chom
Maef,Shass,,,,,2,instant,20Sd,"Informs the enchanter of any other spells operating within range. The combination may also give a vague idea of what kind of magic. For example: an earth glyph spell, or even a sorcerous spell and whether it is dangerous or benign..",224,Informs the enchanter of any other spells operating within range. The combination may also give a vague idea of what kind of magic.,Maef|Shass,2,Maef + Shass
